,company,listing_data,offering_price,starting_price,label,closing_price,stock_market,company_size,sales,profit_before_tax,income,capital,offering_number,par_value,old_sales_ratio,general_competition_rate,offering_price_total,subscription_limit,offering_date,ownership_ratio,institutional_ratio,subscription_margin_rate,institutional_competition_rate,obligatory,desired_offering_price_min,desired_offering_price_max,desired_offering_price,manager,manager_rank,topic,topic_per,each_topic_per
296,센트랄모텍,2019-11-25,6000,7650,0,9940,거래소,중소일반,313342,5135,4469,4200,2100000,500,0.0,580.5,12600,12000,2019-11-14,20.0,60.0,50%,862.63,0.0,5000,6000,1,한국,2.0,1,0.8809,"[(0, 0.034188855), (1, 0.8808513), (2, 0.023148755), (3, 0.03253007), (4, 0.02928099)]"
297,티움바이오,2019-11-22,12000,11800,0,13450,코스닥,중소일반,1129,-13752,-13752,11594,2500000,500,0.0,5.3,30000,25000,2019-11-12,0.0,80.0,50%,37.3,0.0,16000,20000,0,삼성,3.0,1,0.8809,"[(0, 0.03418874), (1, 0.88085175), (2, 0.023148648), (3, 0.03252997), (4, 0.029280903)]"
298,씨에스베어링,2019-11-21,8400,8400,0,8950,코스닥,중소일반,50364,4281,3232,4730,2380000,500,39.92,699.67,19992,15000,2019-11-12,14.0,66.0,50%,1246.86,4.65,7400,8400,1,한국,2.0,4,0.8827,"[(0, 0.034192976), (1, 0.02742014), (2, 0.023148704), (3, 0.032530054), (4, 0.8827081)]"
299,코리아에셋투자증권,2019-11-20,10000,9900,0,8290,코스닥,중소일반,165962,7996,5507,31940,1600000,5000,0.0,231.0,16000,16000,2019-11-12,20.0,60.0,50%,945.66,2.25,8000,10000,1,신영,12.0,0,0.8429,"[(0, 0.84294015), (1, 0.038321782), (2, 0.03235235), (3, 0.04546328), (4, 0.040922444)]"
300,우양,2019-11-20,4200,6060,0,4785,코스닥,중소일반,107437,4175,3933,1425,3600000,100,33.33,1037.0,15120,36000,2019-11-12,0.0,80.0,50%,1195.37,0.0,3800,4200,1,미래에셋,1.0,3,0.8859,"[(0, 0.034218032), (1, 0.027422557), (2, 0.023150304), (3, 0.88592714), (4, 0.02928193)]"
301,현대에너지솔루션,2019-11-19,18000,18200,0,17300,거래소,중소일반,347623,13654,18614,56000,4000000,5000,0.0,126.68,72000,12000,2019-11-08,20.0,60.0,50%,26.63,3.07,24000,28000,0,한국,2.0,4,0.7279,"[(0, 0.07931601), (1, 0.06361306), (2, 0.053703584), (3, 0.07546774), (4, 0.7278996)]"
302,에스제이그룹,2019-11-18,38600,43500,0,46400,코스닥,중소일반,68630,4924,3531,1647,820000,500,0.0,512.93,31652,4000,2019-11-08,7.07,72.93,50%,946.62,13.56,32000,38600,1,NH,4.0,1,0.9072,"[(0, 0.026692703), (1, 0.9071594), (2, 0.018022092), (3, 0.02532583), (4, 0.022799995)]"
303,제테마,2019-11-14,21000,20100,0,22450,코스닥,중소일반,11208,-15727,-15752,4064,960000,500,0.0,590.02,20160,5000,2019-11-07,20.0,60.0,50%,12.41,0.0,36000,48000,0,한국,2.0,0,0.9394,"[(0, 0.93936336), (1, 0.014794326), (2, 0.012489671), (3, 0.017553963), (4, 0.01579865)]"
304,한화시스템,2019-11-13,12250,11600,0,11100,거래소,중소일반,1128925,42204,41242,551151,32861424,5000,75.16,16.84,402552,95200,2019-11-05,20.0,60.0,50%,23.61,4.24,12250,14000,1,한국,2.0,2,0.9423,"[(0, 0.016011132), (1, 0.012825706), (2, 0.9422512), (3, 0.015215852), (4, 0.013696097)]"
305,라파스,2019-11-11,20000,19950,0,18050,코스닥,중소일반,9725,-3633,-3657,4095,1600000,500,0.0,813.16,32000,30000,2019-11-04,5.0,75.0,50%,202.06,0.0,24000,29000,0,DB,15.0,1,0.8809,"[(0, 0.03418874), (1, 0.88085175), (2, 0.023148648), (3, 0.03252997), (4, 0.029280903)]"
306,아이티엠반도체,2019-11-07,26000,26750,0,24700,코스닥,중소일반,228237,18616,18159,11411,5050000,500,8.71,321.09,131300,50500,2019-10-31,5.0,75.0,50%,1078.5,15.8,23000,26000,1,그외,17.0,1,0.7236,"[(0, 0.07931586), (1, 0.72358304), (2, 0.0537035), (3, 0.07546761), (4, 0.06792997)]"
307,자이에스앤디,2019-11-06,5200,6650,0,6120,거래소,중소일반,212696,13706,10716,26782,8800000,1000,0.0,665.41,45760,58000,2019-10-29,20.0,60.0,50%,768.58,5.1,4200,5200,1,한국,2.0,1,0.5606,"[(0, 0.034188997), (1, 0.56058085), (2, 0.023148993), (3, 0.3528), (4, 0.029281104)]"
308,미디어젠,2019-11-05,10600,11250,0,9150,코스닥,중소일반,13383,-533,-533,2319,930000,500,0.0,573.16,9858,18000,2019-10-22,5.83,74.17,50%,576.27,1.88,9400,10600,1,교보,11.0,3,0.886,"[(0, 0.034188733), (1, 0.027420066), (2, 0.02314871), (3, 0.8859616), (4, 0.029280895)]"
309,티라유텍,2019-10-31,12050,24100,1,20650,코스닥,중소일반,22771,1230,1525,543,1125000,100,0.0,1164.16,13556,11200,2019-10-24,11.1,68.9,50%,1240.9,11.9,10550,12050,1,미래에셋,1.0,3,0.886,"[(0, 0.03418873), (1, 0.027420064), (2, 0.023148706), (3, 0.8859616), (4, 0.029280894)]"
310,롯데리츠,2019-10-30,5000,5000,0,6500,거래소,중소일반,2003,1518,1518,85984,85984442,500,0.0,63.28,429922,0,2019-10-11,0.0,65.0,50%,358.06,44.07,4750,5000,1,한국,2.0,4,0.8361,"[(0, 0.047782384), (1, 0.03832239), (2, 0.032352615), (3, 0.045464043), (4, 0.8360786)]"
311,지누스,2019-10-30,70000,73500,0,83000,거래소,중소일반,621764,58196,43609,7103,3020860,500,27.27,0.63,211460,15680,2019-10-22,0.0,80.0,50%,45.68,13.73,80000,90000,0,삼성,3.0,0,0.8876,"[(0, 0.8876089), (1, 0.02742158), (2, 0.023149088), (3, 0.03253064), (4, 0.029289808)]"
